"first_name","last_name","email","remaining_goal_amount"
"Abigail","Foster","abigail.foster@taylor.net",-5912.0
"Anthony","Hauffer","anthony.hauffer@tlustek.org",-21057.0
"Roger","Gerlach","roger.gerlach@may-mitchell.co.uk",-13973.0
"Christopher","Poirier","christopher.poirier@hotmail.com",66404.0
"Branka","Traore","branka.traore@jacobi.com",-10164.0
"Briana","Etienne","briana.etienne@bishop-coates.com",-1530.0
"Brandon","Olson","brandon.olson@prince-moreno.net",-5005.0
"Celia","Ungaretti","celia.ungaretti@fox.com",75460.0
"Barbara","Guibert","barbara.guibert@casares-sanches.com",-7716.0
"Daniela","Bell","daniela.bell@vollbrecht.org",-5188.0
"Phyllis","Gurule","phyllis.gurule@rodriguez-pham.com",1668.0
"Alejandra","Joseph","alejandra.joseph@escalante-abrego.biz",79612.0
"Giulio","Bohlander","giulio.bohlander@dbmail.com",-31775.0
"Amber","Weller","amber.weller@toso.eu",42923.0
"Mary","Etzold","mary.etzold@conrad-harrison.com",-5907.0
"Amy","Georges","amy.georges@raedel.de",-117.0
"Jennifer","Giraud","jennifer.giraud@yahoo.com",-81813.0
"Rosie","Peltier","rosie.peltier@voila.fr",-10747.0
"Oreste","Ward","oreste.ward@proyectos.com",64849.0
"Luis","Edwards","luis.edwards@live.com",-7351.0
"Fiona","Griffiths","fiona.griffiths@curatoli-verdone.it",99.0
"Sally","Raya","sally.raya@tarchetti.it",-8293.0
"Carolyn","Charpentier","carolyn.charpentier@hotmail.de",-6722.0
"Nathalie","Alvarez","nathalie.alvarez@live.com",7539.0
"Abril","Lowery","abril.lowery@novak.net",-51423.0
"Ottone","Sullivan","ottone.sullivan@hussain-kaur.com",-3029.0
"Esmeralda","Sollima","esmeralda.sollima@visintini.it",-10106.0
"Silvia","Gierschner","silvia.gierschner@tele2.it",-3027.0
"Kyle","Cunningham","kyle.cunningham@voila.fr",-7429.0
"Anel","Carpentier","anel.carpentier@klein-joseph.org",2121.0
"Sarah","Davis","sarah.davis@david.com",121093.0
"Luke","Klein","luke.klein@hotmail.com",-12253.0
"Gudrun","Mueller","gudrun.mueller@dillon-fuller.info",-7935.0
"Melissa","Canali","melissa.canali@libero.it",-9137.0
"Gabrielle","Ayala","gabrielle.ayala@hotmail.com",-11916.0
"Laura","Buckley","laura.buckley@ryan.org",21318.0
"Wilfrido","Lorch","wilfrido.lorch@leclerc.fr",864.0
"Robert","Bruder","robert.bruder@manzoni.com",-3623.0
"Phillip","Soliz","phillip.soliz@outlook.com",-951.0
"Alex","Smith","alex.smith@fournier.fr",-5748.0
"Jessica","Martinez","jessica.martinez@salieri.com",-37172.0
"Kelly","Carter","kelly.carter@hotmail.com.au",-54061.0
"Ahmad","Sosa","ahmad.sosa@gmail.com",48745.0
"Toralf","Iglesias","toralf.iglesias@borrego.com",144608.0
"Irene","Anichini","irene.anichini@yahoo.com",-6962.0
"Alicia","Cainero","alicia.cainero@yahoo.com",-3175.0
"Tracey","Laboy","tracey.laboy@bell.biz",110583.0
"Donald","Reynaud","donald.reynaud@green.edu.au",50133.0
"Venancio","Stadelmann","venancio.stadelmann@gmx.de",28004.0
"Seth","Olivier","seth.olivier@yahoo.com",143744.0
"Dennis","Boaga","dennis.boaga@gmx.de",-5325.0
"Pedro","Wilson","pedro.wilson@outlook.com",-1416.0
"Roland","Weihmann","roland.weihmann@gmail.com",-534.0
"Hector","Morrison","hector.morrison@web.de",-9485.0
"Evangelos","Peters","evangelos.peters@sanchez.net",10212.0
"Gerardo","Hamilton","gerardo.hamilton@libero.it",2212.0
"Meta","Cuzzocrea","meta.cuzzocrea@howard-jensen.org",80079.0
"Alma","Raymond","alma.raymond@tin.it",-2912.0
"Kathleen","Solimena","kathleen.solimena@wallace.biz",384.0
"Zacharie","Cordier","zacharie.cordier@gmail.com",72854.0
"Riza","Techer","riza.techer@yahoo.com",-6774.0
"Enrique","Guillen","enrique.guillen@hotmail.co.uk",-1023.0
"Tristan","Weeks","tristan.weeks@pena.com",-6502.0
"Natalie","Lerma","natalie.lerma@boucher.com",-1922.0
"Rodney","Hamon","rodney.hamon@hotmail.com",-2619.0
"Adalberto","Lombardo","adalberto.lombardo@sfr.fr",-34128.0
"Florencia","Querini","florencia.querini@gmail.com",7282.0
"Liam","Rolland","liam.rolland@yahoo.fr",-1037.0
"Ian","Kelly","ian.kelly@reeves.com.au",-1955.0
"Mehdi","Todd","mehdi.todd@web.de",-7432.0
"Rembrandt","Liguori","rembrandt.liguori@davis.org",99.0
"Irmi","Schweitzer","irmi.schweitzer@ozuna.com",49163.0
"Gioffre","Stein","gioffre.stein@hotmail.com.au",-134073.0
"Frida","Villarreal","frida.villarreal@hotmail.de",13288.0
"Steffen","Mangold","steffen.mangold@paul.net",70650.0
"Elias","Marin","elias.marin@herve.net",48794.0
"Roman","Gonzalez","roman.gonzalez@anderson.net",9486.0
"Reina","Middleton","reina.middleton@hotmail.com",1988.0
"Sandro","Moran","sandro.moran@hotmail.de",-2540.0
"Gebhard","Thanel","gebhard.thanel@gmail.com",-22.0
"Antonino","Bolander","antonino.bolander@gmail.com",-4985.0
"Karl","Trevisani","karl.trevisani@anguissola.it",1200.0
"Silvester","Brookes","silvester.brookes@franco.org",-3034.0
"Octavio","Pratt","octavio.pratt@web.de",-5364.0
"Rebecca","Greer","rebecca.greer@hotmail.com",-255.0
"Pierina","Gaggini","pierina.gaggini@free.fr",-19879.0
"Robin","Schleich","robin.schleich@rogers-barrera.biz",-3639.0
"Sergio","Abbott","sergio.abbott@moore.net.au",-8204.0
"Gilberto","Evans","gilberto.evans@salcedo-archuleta.net",87993.0
"James","Elliott","james.elliott@gmail.com",-75511.0
"Timoteo","Bolnbach","timoteo.bolnbach@laboratorios.com",182572.0
"Tonino","Stanley","tonino.stanley@hotmail.com",4379.0
"Margaretha","Murialdo","margaretha.murialdo@meunier.com",137.0
"Bianca","Drubin","bianca.drubin@libero.it",-60935.0
"Kaylee","Hoffmann","kaylee.hoffmann@poulain.com",-4768.0
"Teresa","Vecellio","teresa.vecellio@yahoo.com",133741.0
"Emine","Tacchini","emine.tacchini@dbmail.com",28940.0
"Dawn","Cortez","dawn.cortez@gmail.com",-122793.0
"Emily","Cundari","emily.cundari@clark.com.au",273.0
"Eleanor","Hall","eleanor.hall@hotmail.com",-114685.0
"Monique","Delgadillo","monique.delgadillo@hotmail.co.uk",-116736.0
"Arnaude","Warner","arnaude.warner@gmail.com",3285.0
"Jason","Howell","jason.howell@gmx.de",-168650.0
"Nicole","Mccullough","nicole.mccullough@hall.com",1575.0
"Rosmarie","Esquibel","rosmarie.esquibel@bouygtel.fr",-6950.0
"Leonor","Ferreira","leonor.ferreira@gmail.com",282.0
"Brett","Jones","brett.jones@alice.it",60442.0
"Nino","Bien","nino.bien@gmail.com",-78184.0
"Jemma","Tate","jemma.tate@hotmail.de",5575.0
"Denis","Rogers","denis.rogers@poste.it",146296.0
"Vanesa","Khan","vanesa.khan@voila.fr",1162.0
"Victoria","Ojeda","victoria.ojeda@doehn.com",5212.0
"Eugenio","Martin","eugenio.martin@yahoo.de",34083.0
"Nancy","Hayes","nancy.hayes@hotmail.com",3588.0
"Lara","Jacob","lara.jacob@buckley.org",-1616.0
"Gino","Hernandez","gino.hernandez@covarrubias.com",-41357.0
"Vicente","Tijerina","vicente.tijerina@montanariello.com",3022.0
"Michele","Brambilla","michele.brambilla@yahoo.com",-108418.0
"Dana","Ritacca","dana.ritacca@gmail.com",57159.0
"Mitchell","Bachmann","mitchell.bachmann@suarez-cruz.com",832.0
"Vincenza","Key","vincenza.key@adams.com",98.0
"Salvador","Gaillard","salvador.gaillard@yahoo.de",-12205.0
"Diane","Rogner","diane.rogner@kelly.co.uk",1757.0
"Josette","Laine","josette.laine@saracino-parisi.net",-49513.0
"Courtney","Fiebig","courtney.fiebig@doerschner.com",72471.0
"Hugues","Oliver","hugues.oliver@stiffel.com",-4314.0
"Espartaco","Willis","espartaco.willis@hotmail.com",5504.0
"Flavia","Yoder","flavia.yoder@hotmail.de",-3257.0
"Casey","Flores","casey.flores@baggio.org",-2210.0
"Calogero","Cross","calogero.cross@mercantini.it",153288.0
"Charles","Begum","charles.begum@laboratorios.info",3062.0
"Adina","Pollard","adina.pollard@outlook.com",5300.0
"Natasha","Lara","natasha.lara@outlook.com",-4200.0
"Benita","Pottier","benita.pottier@sfr.fr",-83649.0
"Elizabeth","Valdivia","elizabeth.valdivia@gmail.com",-12924.0
"Mattia","Huet","mattia.huet@aol.de",150776.0
"Geza","Howard","geza.howard@voila.fr",-67021.0
"Lauren","Guillaume","lauren.guillaume@sorgatz.org",71489.0
"Joanna","Baxter","joanna.baxter@bruce-wright.com",-6609.0
"Tracy","Metz","tracy.metz@bryant.info",-96797.0
"Birgit","Pena","birgit.pena@armellini.it",7233.0
"Elvira","Papafava","elvira.papafava@ifrance.com",1670.0
"Ernest","Delorme","ernest.delorme@dowerg.de",-1823.0
"Christy","Grossi","christy.grossi@alarcon-tafoya.com",5403.0
"Hermelinda","Olmos","hermelinda.olmos@portillo.com",-140585.0
"Herbert","Fraser","herbert.fraser@holloway.org.au",-108598.0
"Giancarlo","Heydrich","giancarlo.heydrich@hotmail.com",-7999.0
"Constance","Maldonado","constance.maldonado@spiess.net",-41851.0
"Giampiero","Carlier","giampiero.carlier@hotmail.com",-27452.0
"Carlo","Jacquot","carlo.jacquot@hotmail.com",-80198.0
"Gabriel","Robles","gabriel.robles@yahoo.com",-7684.0
"Gerd","Gunpf","gerd.gunpf@gmail.com",1677.0
"Ashley","Hellwig","ashley.hellwig@libero.it",-2423.0
"Patrick","Rosas","patrick.rosas@yahoo.com",-2200.0
"Lilla","Leonard","lilla.leonard@jungfer.com",-681.0
"Tony","Nicolas","tony.nicolas@morrocco-seddio.net",5011.0
"Allegra","Benedetti","allegra.benedetti@miller.com",35177.0
"Camille","Tafuri","camille.tafuri@aol.de",-5522.0
"Juan","Wheeler","juan.wheeler@gilmore.net",-7738.0
"Leopoldo","Johnson","leopoldo.johnson@hotmail.com.au",73.0
"Dietmar","Grenier","dietmar.grenier@tele2.it",-93724.0
"Leonid","Scholl","leonid.scholl@collin.com",-3229.0
"Olivie","Contarini","olivie.contarini@marshall-wright.biz",-2329.0
"Jeffery","Lacroix","jeffery.lacroix@medina.org",-7940.0
"Edeltraud","Chavez","edeltraud.chavez@hotmail.com.au",-3288.0
"Mesut","Morvan","mesut.morvan@gmail.com",-11871.0
"Gregory","Jackson","gregory.jackson@ortiz.com",-10149.0
"Nicola","Rossi","nicola.rossi@berry.org",-164858.0
"Eddie","Collazo","eddie.collazo@gmail.com",-6903.0
"Philippe","Gardner","philippe.gardner@howells-jones.net",-106595.0
"Roy","Fox","roy.fox@tejeda.com",97.0
"Heiderose","Garcia","heiderose.garcia@noos.fr",3260.0
"Claudine","Rowley","claudine.rowley@industrias.com",-5263.0
"Astrid","Roht","astrid.roht@fastwebnet.it",13339.0
"Auguste","Burnett","auguste.burnett@yahoo.fr",-3905.0
"Pellegrino","Allen","pellegrino.allen@gmail.com",-16235.0
"Angela","Bowers","angela.bowers@laboratorios.com",3141.0
"Michael","Descamps","michael.descamps@gmail.com",-2622.0
"Heidelore","Kennedy","heidelore.kennedy@guinizzelli.org",-8424.0
"Lucrezia","Koch","lucrezia.koch@petit.com",-8955.0
"Ivan","Accardo","ivan.accardo@web.de",-3635.0
"Karen","Avogadro","karen.avogadro@yahoo.com",57997.0
"Laetitia","Gallet","laetitia.gallet@aubry.org",-3628.0
"Amico","Gosselin","amico.gosselin@shaw.info",-7856.0
"Ilaria","Bowen","ilaria.bowen@hotmail.it",-119775.0
"Marlen","Coardi","marlen.coardi@colletti.eu",-1131.0
"Rafael","Alexander","rafael.alexander@jenkins.com",25998.0
"Herma","Gabbana","herma.gabbana@hotmail.com",-82310.0
"Zachary","Vespucci","zachary.vespucci@industrias.com",-1208.0
"Marisol","Richard","marisol.richard@gmail.com",-5342.0
"Joseph","Glover","joseph.glover@laposte.net",126640.0
"Lauretta","Neal","lauretta.neal@hotmail.de",151747.0
"Simone","Sauvage","simone.sauvage@yahoo.com",-104249.0
"Ramona","Brooks","ramona.brooks@kensy.de",-2904.0
"Gioele","Schwital","gioele.schwital@moody.com",1627.0
"Elena","Jimenez","elena.jimenez@yahoo.com.au",-5519.0
"Pam","Vargas","pam.vargas@guillot.net",176.0
"Alison","Morales","alison.morales@lewis.com",-6765.0
"Marc","Aumann","marc.aumann@holland.com",-6099.0
"Carla","Butler","carla.butler@yahoo.com",-5656.0
"Dionigi","Bruce","dionigi.bruce@industrias.com",-12036.0
"Frank","Henry","frank.henry@yahoo.com",13948.0
"Brent","Pons","brent.pons@proyectos.net",-676.0
"Patricia","Liebelt","patricia.liebelt@baca.org",6583.0
"Micheletto","Sykes","micheletto.sykes@thompson-thompson.com",1647.0
"Rose","Blanc","rose.blanc@grupo.com",-5457.0
"Vincent","Singh","vincent.singh@gmail.com",92543.0
"Jamie","Peacock","jamie.peacock@interiano-nordio.com",-6913.0
"Giorgia","Dijoux","giorgia.dijoux@paul.com",124.0
"Serena","Piacentini","serena.piacentini@yahoo.de",-12674.0
"Dimitri","Posada","dimitri.posada@gmail.com",76878.0
"Alexa","Barillaro","alexa.barillaro@ramos.net",-6419.0
"Megan","Kuhl","megan.kuhl@despacho.com",6583.0
"Kaitlyn","Farinelli","kaitlyn.farinelli@outlook.com",5435.0
"Jonathan","Castellitto","jonathan.castellitto@libero.it",-7438.0
"Lisa","Terragni","lisa.terragni@proyectos.com",124131.0
"Olivier","Petrucelli","olivier.petrucelli@letta-raurica.eu",2748.0
"Jos","Trobbiani","jos.trobbiani@samson.com",415.0
"Mirjam","Dawson","mirjam.dawson@yahoo.com",-1537.0
"Javier","Tessier","javier.tessier@mclaughlin.biz",1846.0
"Mirjana","Collins","mirjana.collins@hotmail.com",95.0
"Vanessa","Tschentscher","vanessa.tschentscher@mitchell.com",-11202.0
"Antonina","Cobb","antonina.cobb@gibson.org",51866.0
"Bernard","Durand","bernard.durand@royer.com",591.0
"Corey","Greggio","corey.greggio@johnson.org.au",-9369.0
"Rodolfo","Couturier","rodolfo.couturier@tim.it",-5214.0
"Pierre","Cardenas","pierre.cardenas@luzi-bonomo.eu",5986.0
"Romeo","Surian","romeo.surian@batista.com",-10573.0
"Ivo","Moreno","ivo.moreno@hotmail.com",30640.0
"Federico","Marie","federico.marie@jourdan.fr",1013.0
"Maggie","Boito","maggie.boito@yahoo.com",6214.0
"Brianna","Hanson","brianna.hanson@stanley.com",-6512.0
"Heiko","Bourgeois","heiko.bourgeois@togliatti.com",-124245.0
"Benito","Gritti","benito.gritti@gmail.com",-6497.0
"Mitzy","Junk","mitzy.junk@zaragoza.com",-2726.0
"Samantha","Lowe","samantha.lowe@praga.it",6280.0
"Ernesto","Nerger","ernesto.nerger@middleton.co.uk",3199.0
"Melinda","Canova","melinda.canova@orange.fr",5331.0
"Mohammad","Hartung","mohammad.hartung@hotmail.com",4797.0
"Ben","Maillot","ben.maillot@ramos.net",5149.0
"Isabel","Pruschke","isabel.pruschke@gmail.com",76308.0
"Linda","Franceschi","linda.franceschi@richards.net",9978.0
"Olivia","Striebitz","olivia.striebitz@gmail.com",-78477.0
"Penny","Watson","penny.watson@matthews.net",6752.0
"Manfred","James","manfred.james@davies.org",-4548.0
"Hazel","Pierce","hazel.pierce@outlook.com",603.0
"Alf","Bates","alf.bates@dunn.com",3874.0
"Scott","Gough","scott.gough@industrias.com",1598.0
"Konrad","Briones","konrad.briones@fierro.com",-33126.0
"Mathilde","Kruschwitz","mathilde.kruschwitz@yahoo.com",72323.0
"Irma","Gemito","irma.gemito@googlemail.com",-28630.0
"Antoine","Guyon","antoine.guyon@yahoo.com",-11343.0
"William","Gibilisco","william.gibilisco@gaillard.com",-20696.0
"Judith","Butte","judith.butte@fischer-vaughn.info",-2300.0
"Joanne","Henderson","joanne.henderson@gmail.com",-57338.0
"Ludovica","Arellano","ludovica.arellano@morandi-argento.com",-24828.0
"Catherine","Gray","catherine.gray@hotmail.com",2098.0
"Franco","Fioravanti","franco.fioravanti@barry-gill.com.au",-21564.0
"Heather","Zimmer","heather.zimmer@bluemel.de",-55242.0
"Hortense","Taylor","hortense.taylor@chambers.biz",27326.0
"Livia","Ernst","livia.ernst@colas.fr",2136.0
"Toby","Etzler","toby.etzler@industrias.com",17523.0
"Ennio","Leoncavallo","ennio.leoncavallo@sanchez.org",16036.0
"Philippine","Vaca","philippine.vaca@hotmail.com",4147.0
"Rhonda","Phillips","rhonda.phillips@yahoo.com",114641.0
"Alphonse","Nitto","alphonse.nitto@voila.fr",134441.0
"Karina","Arreola","karina.arreola@yahoo.com.au",5242.0
"Denise","Wood","denise.wood@mantegna.com",-11707.0
"Burghard","Rosenow","burghard.rosenow@hotmail.com",56177.0
"Friedl","Powell","friedl.powell@laposte.net",84842.0
"Benjamin","Schultz","benjamin.schultz@rivero-davila.com",95.0
"Rachel","Ulibarri","rachel.ulibarri@schueler.com",-20531.0
"Silvano","Blanchet","silvano.blanchet@yahoo.com",1823.0
"Kurt","Sauer","kurt.sauer@almanza.biz",-104361.0
"Nayeli","Gehringer","nayeli.gehringer@hotmail.com",-1448.0
"Imelda","Guerin","imelda.guerin@stumpf.net",1559.0
"Zbigniew","Holmes","zbigniew.holmes@stiffel.net",5869.0
"Adela","Alfonsi","adela.alfonsi@despacho.com",-1953.0
"Hilary","Clark","hilary.clark@libero.it",8554.0
"Kornelius","Molina","kornelius.molina@heuser.com",-7948.0
"Christian","Anderson","christian.anderson@tim.it",-75432.0
"Francisco","Dorsey","francisco.dorsey@tiscali.fr",-4046.0
"Walli","Albert","walli.albert@dussen.com",-10055.0
"Siegrun","Mota","siegrun.mota@matthews-montoya.org.au",-3130.0
"Alberico","Herve","alberico.herve@beer.net",-13647.0
"Serafina","Bonnin","serafina.bonnin@mendes.com",-10135.0
"Marcelle","Bender","marcelle.bender@edwards-robinson.info",-8858.0
"Hartmuth","Robertson","hartmuth.robertson@thomas.edu.au",8030.0
"Herlinde","George","herlinde.george@free.fr",-9194.0
"Pamela","Payne","pamela.payne@yahoo.com",-9343.0
"Gastone","Beyer","gastone.beyer@stewart-sanchez.edu",-66665.0
"Lydia","Berengario","lydia.berengario@aol.de",60790.0
"Lucy","Davidson","lucy.davidson@tele2.it",-13424.0
"Franck","Wade","franck.wade@gute.org",-141791.0
"Heidi","Barker","heidi.barker@gmail.com",145327.0
"Arnaldo","Ocasio","arnaldo.ocasio@hotmail.com",1221.0
"Francis","Bernier","francis.bernier@rodriguez.com",-8875.0
"Johanne","Strong","johanne.strong@yahoo.de",44602.0
"Debra","Langlois","debra.langlois@schmiedecke.com",153318.0
"Reingard","Kambs","reingard.kambs@sagese.eu",4288.0
"Mauro","Ortiz","mauro.ortiz@oquendo.net",-1508.0
"Griselda","Carranza","griselda.carranza@krause.de",-4449.0
"Janet","Madrigal","janet.madrigal@gmail.com",3297.0
"Jenna","Day","jenna.day@reed.com",-7899.0
"Modesto","Wright","modesto.wright@pareto.com",-82379.0
"Alice","Wall","alice.wall@zaccardo.it",-17959.0
"Brenda","Sontag","brenda.sontag@solari.com",31946.0
"Sergius","Mace","sergius.mace@palazzo.com",66205.0
"Antonia","Kline","antonia.kline@gmail.com",101862.0
"Maurice","Gumprich","maurice.gumprich@griffin.net.au",-18352.0
"Daniel","Anders","daniel.anders@yahoo.com",-2077.0
"Zaira","Cattaneo","zaira.cattaneo@yahoo.com",56007.0
"Alessio","Bruneau","alessio.bruneau@hotmail.co.uk",35354.0
"Gerdi","Guerrero","gerdi.guerrero@tele2.fr",-80988.0
"Brigitte","Stiebitz","brigitte.stiebitz@gmail.com",-2955.0
"June","Sinisi","june.sinisi@manzoni-giannini.it",-2138.0
"Carl","Macias","carl.macias@yahoo.com",-30912.0
"Veronica","Trapp","veronica.trapp@tiscali.it",-5983.0
"Frances","Garnier","frances.garnier@aporti-guidotti.org",-10502.0
"Terri","Iannelli","terri.iannelli@hotmail.com",35173.0
"Odette","Moore","odette.moore@hall.edu",98.0
"Mercedes","Trujillo","mercedes.trujillo@aol.de",-12872.0
"Babette","Dumas","babette.dumas@brady.net",4354.0
"Jerry","Santiago","jerry.santiago@soprano-ferragni.it",26980.0
"Ronald","Simpson","ronald.simpson@ovadia.net",-105421.0
"Emmanuel","Dominguez","emmanuel.dominguez@gmail.com",3073.0
"Christiane","Ricciardi","christiane.ricciardi@zavala.com",-32283.0
"Ingolf","Zamora","ingolf.zamora@yahoo.com.au",-8700.0
"Rita","Sharp","rita.sharp@beard-scott.edu.au",-2929.0
"Geraldine","Cabrera","geraldine.cabrera@green-smith.info",72796.0
"Chantal","Armas","chantal.armas@jenkins.net",98164.0
"Louis","Gilbert","louis.gilbert@gmail.com",-361.0
"Michelle","Collier","michelle.collier@peruzzi.it",-11946.0
"Guillermina","Nicholson","guillermina.nicholson@grondin.fr",71872.0
"Bertrand","Hopkins","bertrand.hopkins@gmail.com",28795.0
"Alonso","Palomo","alonso.palomo@gehringer.de",100948.0
"Tina","Rodriguez","tina.rodriguez@web.de",75593.0
"Eva","Francis","eva.francis@parker.org",757.0
"Ottavio","Rust","ottavio.rust@crespi.com",69737.0
"Amelia","Olvera","amelia.olvera@hotmail.com",-26669.0
"Paul","Palladio","paul.palladio@mclaughlin.net.au",-1423.0
"Bernardo","Wieloch","bernardo.wieloch@budig.com",3385.0
"Umberto","Hicks","umberto.hicks@hill.com",-2375.0
"Janko","Bishop","janko.bishop@tim.it",132077.0
"Jessika","Meunier","jessika.meunier@gmx.de",3036.0
"Isaac","Benard","isaac.benard@googlemail.com",-5067.0
"Alexandrie","Lambert","alexandrie.lambert@yahoo.com",-8513.0
"Roberto","Guyot","roberto.guyot@bennett.com",-22518.0
"Giulietta","Lucas","giulietta.lucas@club.com",54363.0
"Damaris","Pininfarina","damaris.pininfarina@gmail.com",17809.0
"Fabrizia","Renard","fabrizia.renard@higgins-marks.com",2613.0
"Camillo","Dehmel","camillo.dehmel@brown-campbell.com",-4717.0
"Ruggero","Parpinel","ruggero.parpinel@gmail.com",1331.0
"Stephen","Pratesi","stephen.pratesi@hotmail.com",55645.0
"Ludger","Naccari","ludger.naccari@ingram.biz",4497.0
"Meryem","Tapia","meryem.tapia@yahoo.com",-25720.0
"Jasmine","Juvara","jasmine.juvara@yahoo.com.au",-12378.0
"Victoire","Travaglia","victoire.travaglia@zacchia.com",-1869.0
"Adrian","Noel","adrian.noel@perrin.com",-6527.0
"Marvin","Howe","marvin.howe@gmail.com",-72500.0
"Hanne","Kidd","hanne.kidd@yahoo.com",-63454.0
"Donatello","Millet","donatello.millet@fritsch.net",5256.0
"Eloisa","Pascarella","eloisa.pascarella@gmail.com",-5331.0
